Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,330419129,9.78E+12,4,4.18,Pan MacMillan,Paperback,400,2004,2003,09/02/2020,26/01/2020,non-fiction,non-fiction (#90),read,"I really enjoyed this: a thorough and entertaining history of Mormonism and its fundamentalist schism. It juxtaposes two stories - the history of Joseph Smith and the Mormon exodus, and the brutal murder committed by the fundamentalist Lafferty brothers in 1984. What I found fascinating were the questions around the thin line between mental illness and religious fanaticism (brought out in the discussion of the Laffertys' court case), and the role of burgeoning documentary evidence in exposing the skulduggery perpetrated by followers of the religion.",,,1,,,0,,,,,
7117831,Blood Meridian,Cormac McCarthy,"McCarthy, Cormac",,330544586,9.78E+12,2,4.31,Picador,Paperback,355,2011,1985,27/01/2020,05/01/2020,fiction,fiction (#142),read,"It was a huge relief to have finished this. I sense that it's a good story, but in my opinion McCarthy makes it very hard for the reader. The whole thing felt like a dream in which you have a general sense of anxiety but aren't really sure why.",,,1,,,0,,,,,
37826561,Educated,Tara Westover,"Westover, Tara",,,,4,4.17,Cornerstone Digital,Kindle Edition,382,2018,2018,22/01/2020,11/01/2020,non-fiction,non-fiction (#89),read,A great memoir; the ultimate example of imposter syndrome!,,,1,,,0,,,,,
50890734,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,857522418,9.78E+12,4,4,Doubleday,Paperback,464,2019,2019,02/01/2020,27/12/2019,non-fiction,non-fiction (#88),read,"Another wonderfully written non-fiction work from Bill Bryson. This book is incredibly wide-ranging (literally from birth to death), and I particularly enjoyed the stories around the various discoveries and inventions. For every fact that I had already come across, there were another 4 or 5 that I hadn't.",,,1,,,0,,,,,
17318929,Lady Audley's Secret,Mary Elizabeth Braddon,"Braddon, Mary Elizabeth",Esther Saxey,,,4,4.47,Wordsworth Editions Ltd,Paperback,400,1997,1862,27/12/2019,22/12/2019,fiction,fiction (#141),read,I really enjoyed this - a Victorian blockbuster! Can be read for the simple pleasure of the mystery-solving narrative or more deeply as a social commentary.,,,1,,,0,,,,,
928935,No Logo: Taking Aim at the Brand Bullies,Naomi Klein,"Klein, Naomi",,676972829,9.78E+12,3,3.76,Vintage Canada,Paperback,512,2000,2000,15/12/2019,23/11/2019,non-fiction,non-fiction (#86),read,"I'd heard No Logo being talked about in a few different places (i.e. as one of Radiohead's inspirations) so thought I'd give it a go. Obviously a lot has changed in the 20 years since it was published, although I'm sure modern brands are still engaging in military-grade skulduggery, just in different channels. This book was a bit of a slog for me - the writing is high quality, but there's a lot of it...",,,1,,,0,,,,,
5325066,The Road,Cormac McCarthy,"McCarthy, Cormac",,,,5,3.87,Vintage,Kindle Edition,324,2007,2006,11/12/2019,06/12/2019,fiction,fiction (#140),read,,,,1,,,0,,,,,
158380,"A Concise History of the Modern World, Fourth Edition: 1500 to the Present:  A Guide to World Affairs",William Woodruff,"Woodruff, William",,333971639,9.78E+12,4,3.65,Palgrave Macmillan,Paperback,400,2002,1991,29/11/2019,02/11/2019,"non-fiction, history",non-fiction (#87),read,"An authoritative crash course in modern world history. This is not a gentle, hand-holding, traipse through world events; readers would benefit greatly from at least some background knowledge. That said, you're always free to look things up along the way.",,,1,,,0,,,,,
52171488,Ayoade on Top,Richard Ayoade,"Ayoade, Richard",,,,4,3.89,Faber & Faber,Kindle Edition,193,2019,2019,20/11/2019,16/11/2019,non-fiction,non-fiction (#85),read,,,,1,,,0,,,,,
44801274,Doggerland,Ben   Smith,"Smith, Ben",,8313377,9.78E+12,1,3.97,Fourth Estate,Paperback,248,2019,2019,16/11/2019,10/11/2019,fiction,fiction (#139),read,"What a slog this was. It seemed pretty pointless as a story, if you could even call it that. All the way through it felt very difficult to visualise what was going on, and I didn't appreciate pages and pages being spent on really nothing happening at all.",,,1,,,0,,,,,
37380,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,618084746,9.78E+12,4,3.98,Mariner Books,Paperback,359,2000,1940,09/11/2019,30/10/2019,fiction,,read,"This was a slow burner. Not much happens, but it's an interesting character study.",,,1,,,0,,,,,
11383192,When the Lion Feeds,Wilbur Smith,"Smith, Wilbur",,,,3,3.76,,Kindle Edition,544,,1964,25/10/2019,13/10/2019,fiction,fiction (#138),read,"This story could accurately be described as 'epic' - a sort of bildungsroman that takes place in late 19th century South Africa. It crams a lot of events into its pages including the Anglo-Zulu war and the gold rush. I think if you politely excuse the fact that this was written in 1964, and don't dwell too much on the - at times stilted - writing style, then there is a great story to be enjoyed here. It does end rather abruptly and depressingly, but then I suppose that's forgivable in a series of 18 books!",,,1,,,0,,,,,
37062611,A Short History of South Africa,Gail Nattrass,"Nattrass, Gail",,,,3,3.78,Biteback Publishing,Kindle Edition,304,2017,2017,12/10/2019,05/10/2019,"non-fiction, history",non-fiction (#84),read,"This is definitely a good overview text which clearly makes an effort to include the stories and perspectives of those traditionally neglected by history books. However I don't think the writing style is the best, and it could have done with some photographs of the events/people covered.",,,1,,,0,,,,,
6251564,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,,,4,4.08,William Morrow Paperbacks,Kindle Edition,256,2003,1934,05/10/2019,02/10/2019,fiction,fiction (#137),read,"Definitely a product of its time (1930s), but a classic murder-mystery story that genuinely kept my interest.",,,1,,,0,,,,,
39968298,Why We Get the Wrong Politicians,Isabel Hardman,"Hardman, Isabel",,,,3,4.17,Atlantic Books,Kindle Edition,336,2018,2018,01/10/2019,21/09/2019,non-fiction,non-fiction (#83),read,"Hmm, slightly misleading title. Should be more like ""What it's Like to Be a Politician in Britain"". This book is very much focused on how things are rather than on how things could be. I found it a bit long and dry at times, but the background research has clearly been done, and there are numerous quotes throughout.",,,1,,,0,,,,,
44413406,This is Your Brain on Music: Understanding a Human Obsession,Daniel J. Levitin,"Levitin, Daniel J.",,241987350,9.78E+12,2,3.44,Penguin,Paperback,314,2019,2006,20/09/2019,03/09/2019,"non-fiction, psychology",non-fiction (#80),read,"I wouldn't recommend this book: it was a slog to finish. I guess the audience is 'people who know nothing about music' and 'people who nothing about psychology', neither of which I fit into. The first two chapters are dedicated to music theory, which seemed gratuitous, and the rest of the book is bloated with uninteresting or not particularly relevant personal anecdotes. Perhaps it's because this is an under-researched field, but I felt this book was quite light on the actual science.",,,1,,,0,,,,,
578522,Black Dogs,Ian McEwan,"McEwan, Ian",,99277085,9.78E+12,2,3.81,Vintage,Paperback,174,1998,1992,19/09/2019,11/09/2019,fiction,fiction (#135),read,The only McEwan novel I've read that I haven't enjoyed. This one felt quite disparate and just didn't really come together for me.,,,1,,,0,,,,,
18841994,A Dark-Adapted Eye,Barbara Vine,"Vine, Barbara",,,9.78E+12,3,3.87,Penguin,Kindle Edition,304,2009,1986,04/09/2019,24/08/2019,fiction,fiction (#134),read,Definitely not an 'unputdownable' book. A very complicated family tree and drawn-out portrait of a dysfunctional sibling relationship which culminates in murder. ,,,1,,,0,,,,,
25930798,Joan of Arc,Helen Castor,"Castor, Helen",,571284639,9.78E+12,3,3.71,Faber  Faber,Paperback,352,2015,2014,23/08/2019,14/08/2019,"non-fiction, history",non-fiction (#79),read,"Superbly written and researched, but quite hard to get into at first. With any history book I find myself googling names and events along the way, but much more so with this book.",,,1,,,0,,,,,
866592,A Demon in My View,Ruth Rendell,"Rendell, Ruth",,375704914,9.78E+12,3,3.97,Vintage Crime/Black Lizard,Paperback,192,2000,1976,18/08/2019,15/08/2019,fiction,fiction (#133),read,"My first Ruth Rendell. 3.5/5 for this one. Great writing and storytelling, but a very abrupt ending.",,,1,,,0,,,,,
36066197,Unnatural Causes,Richard  Shepherd,"Shepherd, Richard",,,,5,3.82,Penguin,Kindle Edition,395,2018,2018,10/08/2019,29/07/2019,non-fiction,non-fiction (#78),read,A very unusual but very interesting memoir of a forensic pathologist. ,,,1,,,0,,,,,
534819,The Birth of Venus,Sarah Dunant,"Dunant, Sarah",,1844080358,9.78E+12,2,3.76,Virago Press,Paperback,422,2004,2003,05/08/2019,29/07/2019,fiction,fiction (#136),read,,,,1,,,0,,,,,
33797959,On Chesil Beach,Ian McEwan,"McEwan, Ian",,178470556X,9.78E+12,4,4.36,Vintage,Paperback,176,2018,2007,29/07/2019,26/07/2019,fiction,fiction (#132),read,,,,1,,,0,,,,,
12682004,Bedlam: London and Its Mad,Catharine Arnold,"Arnold, Catharine",,1849835527,9.78E+12,2,3.55,Simon & Schuster UK Ltd.,Paperback,306,2009,2008,25/07/2019,15/07/2019,"non-fiction, history",non-fiction (#77),read,This was a slow-burner. The author likes tangents and quoting lengthily from historical sources.,,,1,,,0,,,,,
31691519,A Field Guide to Lies: Critical Thinking in the Information Age,Daniel J. Levitin,"Levitin, Daniel J.",,,,3,4.39,Dutton,Kindle Edition,304,2016,2016,09/07/2019,30/06/2019,non-fiction,non-fiction (#81),read,Well written and accessible but there's little to learn here if you have had (postgraduate) training in research methods and statistics.,,,1,,,0,,,,,
8168770,Case Histories (Jackson Brodie #1),Kate Atkinson,"Atkinson, Kate",,,,3,3.59,"Little, Brown and Company ",Kindle Edition,429,2007,2004,21/06/2019,08/06/2019,fiction,fiction (#131),read,"Lots of mystery, but a bit far-fetched and silly in places.",,,1,,,0,,,,,
36234689,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,,,4,3.83,Penguin,Kindle Edition,341,2017,2017,07/06/2019,28/05/2019,"non-fiction, psychology",non-fiction (#76),read,"Sleep is something everyone does, so I think most people should find something interesting in this book. It's a good synthesis of current sleep science.",,,1,,,0,,,,,
11398209,Brighton Rock,Graham Greene,"Greene, Graham",J.M. Coetzee,,,2,4.39,Vintage Digital,Kindle Edition,291,,1938,27/05/2019,16/05/2019,fiction,fiction (#130),read,"A good story about the boozy and insalubrious gang culture of Brighton in the 1930s, but not well told. I wasn't a fan of the writing ('She sat there completely at her ease, her big breasts ready for any secrets') and I generally found I had to work hard to figure out what was going on.",,,1,,,0,,,,,
25874847,Prisoners of Geography: Ten Maps That Tell You Everything You Need To Know About Global Politics,Tim Marshall,"Marshall, Tim",,,,3,3.66,Elliott & Thompson,Kindle Edition,256,2015,2015,21/05/2019,05/05/2019,non-fiction,non-fiction (#75),read,This book about geopolitics feels more political than it is geographical. It tries to cover a lot in a very short space and therefore perhaps predictably falls short.,,,1,,,0,,,,,
13268312,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks,"Sacks, Oliver",,,,4,4.21,Picador,Kindle Edition,336,2011,1995,05/05/2019,27/04/2019,"non-fiction, psychology",non-fiction (#74),read,,,,1,,,0,,,,,
27245597,Where My Heart Used to Beat,Sebastian Faulks,"Faulks, Sebastian",,99549247,9.78E+12,3,4.15,Vintage,Paperback,336,2016,2015,04/05/2019,22/04/2019,fiction,fiction (#129),read,"I was quite disappointed with this book. I was expecting the various strands of the story to come together in the end, but I don't really feel that they did. ",,,1,,,0,,,,,
3106983,Persepolis: The Story of a Childhood and The Story of a Return,Marjane Satrapi,"Satrapi, Marjane",Anjali Singh,009952399X,9.78E+12,4,4.01,Vintage,Paperback,344,2008,2003,20/04/2019,18/04/2019,non-fiction,non-fiction (#82),read,,,,1,,,0,,,,,
36619831,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,,,4,3.65,Penguin,Kindle Edition,523,2018,2018,16/04/2019,31/03/2019,non-fiction,non-fiction (#73),read,,,,1,,,0,,,,,
824279,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,"Tolstoy, Leo","Anthony Briggs, David McDuff, Ronald Wilks",140449612,9.78E+12,3,4.23,Penguin Classics,Paperback,317,2008,2008,31/03/2019,19/03/2019,fiction,fiction (#128),read,,,,1,,,0,,,,,
25228177,The Sympathizer,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,,,2,4.06,Grove Press,Kindle Edition,384,2015,2015,17/03/2019,22/02/2019,fiction,fiction (#127),read,I found this quite a slog to finish. The writing is very good but I just didn't get the story.,,,1,,,0,,,,,
441013,Into the Wild,Jon Krakauer,"Krakauer, Jon",,307387178,9.78E+12,4,3.98,Anchor,Paperback,207,2007,1996,14/03/2019,09/03/2019,non-fiction,non-fiction (#72),read,,,,1,,,0,,,,,
39312982,Hello World: How Algorithms will Define our Future and Why We Should Learn To Live With It,Hannah Fry,"Fry, Hannah",,,,4,4.24,Transworld Digital,Kindle Edition,304,2018,2018,22/02/2019,15/02/2019,non-fiction,non-fiction (#71),read,"This is an enjoyable read - well-written and engaging, in an anecdotal style. It is slightly on the short side, and the conclusion is really where Fry touches on a possible collaboration or interaction between algorithms and humans rather than one being the overall ruler. I'd have liked this to be more fleshed out as it was very interesting. Overall, I would recommend this book!",,,1,,,0,,,,,
9326200,Enduring Love,Ian McEwan,"McEwan, Ian",,,9.78E+12,5,4.14,Vintage,Paperback,245,1998,1997,15/02/2019,09/02/2019,fiction,fiction (#126),read,,,,1,,,0,,,,,
17874847,The Signal and the Noise: The Art and Science of Prediction,Nate Silver,"Silver, Nate",,141975652,9.78E+12,3,3.64,Penguin,Paperback,534,2013,2012,15/02/2019,26/01/2019,non-fiction,non-fiction (#70),read,"I lot of interesting stuff in here about the science of prediction, but Silver often uses tortuously detailed examples to get his points across (e.g. in the minutiae of baseball, poker, and stock markets). It takes some sticking with, but is worth it in parts.",,,1,,,0,,,,,
19776111,Small Island,Andrea Levy,"Levy, Andrea",,,,3,3.98,Headline,Kindle Edition,422,2009,2004,26/01/2019,12/01/2019,fiction,fiction (#125),read,"Overall, this book was enjoyable because it was told from the perspectives of different characters, but I think it could have easily been 100 pages shorter.",,,1,,,0,,,,,
26171720,Inside the Nudge Unit: How Small Changes Can Make a Big Difference,David Halpern,"Halpern, David",,,,4,3.97,Virgin Digital,Kindle Edition,400,2015,2015,12/01/2019,01/01/2019,non-fiction,non-fiction (#69),read,,,,1,,,0,,,,,
4906098,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,,,4,4,Penguin Books,Kindle Edition,468,2006,2006,29/12/2018,14/12/2018,non-fiction,non-fiction (#67),read,"Overall, I did find this book a good read, but that was mainly due to the later chapters describing the author's experiences of hunting and gathering. ",,,1,,,0,,,,,
34200289,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,,,3,4.03,HarperCollins,Kindle Edition,383,2017,2017,26/12/2018,21/12/2018,fiction,fiction (#124),read,,,,1,,,0,,,,,
40783213,Poverty Safari: Understanding the Anger of Britain's Underclass,Darren McGarvey,"McGarvey, Darren",,,,4,4.18,Picador,Kindle Edition,240,2018,2017,16/12/2018,05/12/2018,non-fiction,non-fiction (#68),read,,,,1,,,0,,,,,
11046892,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,,,3,4.14,Fourth Estate,Kindle Edition,653,2009,2009,03/12/2018,09/11/2018,fiction,fiction (#123),read,"I didn't enjoy this very much. It's clear that Mantel is a good writer, but a lot of the book just felt like some kind of dream where I had no idea what was going on or who was talking to who. I'd also say that having some knowledge of the historical period is essential for reading this, because you won't learn it very clearly from the book itself. ",,,1,,,0,,,,,
18111313,"Tudors (The History of England, #2)",Peter Ackroyd,"Ackroyd, Peter",,1447236815,9.78E+12,4,4.03,Pan Books,Paperback,471,2013,2012,03/12/2018,03/11/2018,"non-fiction, history",non-fiction (#66),read,,,,1,,,0,,,,,
18006972,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,,,4,4.06,Penguin ,Kindle Edition,325,2012,2012,05/11/2018,24/10/2018,"non-fiction, psychology",non-fiction (#62),read,,,,1,,,0,,,,,
945979,Freakonomics,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,141025808,9.78E+12,3,4,Penguin UK,Paperback,242,2006,2005,10/10/2018,05/10/2018,non-fiction,non-fiction (#65),read,,,,1,,,0,,,,,
19411641,The Sun King (Vintage Classics),Nancy Mitford,"Mitford, Nancy",Stella Tillyard,,,3,3.83,Vintage Digital,Kindle Edition,272,2011,1966,18/09/2018,04/09/2018,"non-fiction, history",non-fiction (#61),read,"I read this after watching the BBC series Versailles, and I think this provided a good basis for accessing this book - in fact I quite struggled after about half way through, as the TV series stopped during Louis' young adulthood. In other words, this book definitely presumes background knowledge of the life and times of Louis XIV, so I wouldn't recommend it as a starting place.",,,1,,,0,,,,,
35407637,Kids These Days: Human Capital and the Making of Millennials,Malcolm   Harris,"Harris, Malcolm",,,,2,3.98,"Little, Brown and Company",Kindle Edition,273,2017,2017,17/09/2018,02/09/2018,non-fiction,non-fiction (#63),read,,,,1,,,0,,,,,
8861483,Solar,Ian McEwan,"McEwan, Ian",,99549026,9.78E+12,3,3.67,Vintage,Paperback,283,2011,2010,31/08/2018,24/08/2018,fiction,fiction (#117),read,,,,1,,,0,,,,,
32703772,How To Be A Stoic: Ancient Wisdom for Modern Living,Massimo Pigliucci,"Pigliucci, Massimo",,184604507X,9.78E+12,2,3.63,Rider,Paperback,288,2017,2017,21/08/2018,11/08/2018,non-fiction,non-fiction (#64),read,,,,1,,,0,,,,,
5496383,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,,,3,3.26,Vintage,Kindle Edition,512,1999,1997,15/08/2018,13/06/2018,fiction,fiction (#116),read,,,,1,,,0,,,,,
815310,Saturday,Ian McEwan,"McEwan, Ian",,99469685,9.78E+12,5,4.06,Vintage,Paperback,282,2006,2005,14/08/2018,31/07/2018,fiction,fiction (#118),read,,,,1,,,0,,,,,
31817296,Nutshell,Ian McEwan,"McEwan, Ian",,178470511X,9.78E+12,4,4.29,Vintage,Paperback,199,2017,2016,23/07/2018,21/07/2018,fiction,fiction (#119),read,,,,1,,,0,,,,,
24374614,The Road to Character,David  Brooks,"Brooks, David",,,,2,4,Random House,Kindle Edition,320,2015,2015,19/07/2018,01/07/2018,non-fiction,non-fiction (#44),read,"I really wanted to enjoy this book but I would struggle to recommend it. Books about character are essentially collections of biographies, and Brooks has certainly done his homework on the people he discusses, but the writing is dry and staccato: this thing happened. And then another thing happened. <br/>The book starts with an interesting look at the supposed rise of narcissism and introduces an interesting distinction between Adam I and Adam II values, but the chapters on individuals seemed to plod on at a snail's pace. To me, it really wasn't clear what the point of all of it was in the end. <br/>Unfortunately the book has a heavy religious undertone, which really grated on me personally.",,,1,,,0,,,,,
9877003,Alex's Adventures in Numberland,Alex Bellos,"Bellos, Alex",,,,3,4.36,Bloomsbury,Kindle Edition,448,2010,2010,21/06/2018,07/06/2018,non-fiction,non-fiction (#43),read,,,,1,,,0,,,,,
18926742,"Guns, Germs And Steel",Jared Diamond,"Diamond, Jared",,,,5,3.81,Vintage Digital,Kindle Edition,483,2013,1997,07/06/2018,28/03/2018,"non-fiction, history",non-fiction (#45),read,,,,1,,,0,,,,,
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund",1473637465,9.78E+12,5,4.06,Sceptre,Hardcover,342,2018,2018,29/05/2018,22/05/2018,non-fiction,non-fiction (#46),read,,,,1,,,0,,,,,
34675020,My Absolute Darling,Gabriel Tallent,"Tallent, Gabriel",,,,5,3.58,Riverhead Books,Kindle Edition,432,2017,2017,14/03/2018,03/03/2018,fiction,fiction (#1),read,,,,1,,,0,,,,,
32313894,The Hate U Give,Angie Thomas,"Thomas, Angie",,,,4,4.2,Balzer + Bray,Kindle Edition,464,2017,2017,03/03/2018,19/02/2018,fiction,fiction (#2),read,,,,1,,,0,,,,,
6862,Amsterdam,Ian McEwan,"McEwan, Ian",,385494246,9.78E+12,4,4.02,Anchor Books/Knopf Doubleday Publishing Group,Paperback,208,1999,1998,14/02/2018,09/02/2018,fiction,fiction (#3),read,,,,1,,,0,,,,,
31948742,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,,,5,4.31,Spiegel & Grau,Kindle Edition,264,2016,2016,08/02/2018,30/01/2018,non-fiction,non-fiction (#47),read,,,,1,,,0,,,,,
6867,Atonement,Ian McEwan,"McEwan, Ian",,038572179X,9.78E+12,4,4.07,Anchor Books,Paperback,351,2003,2001,27/01/2018,16/01/2018,fiction,fiction (#4),read,,,,1,,,0,,,,,
11803471,The Secret River,Kate Grenville,"Grenville, Kate",,,,3,4.11,,Kindle Edition,334,,2005,15/01/2018,02/01/2018,fiction,fiction (#5),read,,,,1,,,0,,,,,
34888467,Headspace,Paul Keedwell,"Keedwell, Paul",,,,2,4.33,Aurum Press Ltd,Kindle Edition,304,2017,2017,24/12/2017,08/11/2017,"non-fiction, psychology",non-fiction (#48),read,,,,1,,,0,,,,,
20343150,The Norman Conquest,Marc Morris,"Morris, Marc",,,,3,4.11,Cornerstone Digital,Kindle Edition,464,2012,2012,23/12/2017,23/10/2017,"non-fiction, history",non-fiction (#41),read,,,,1,,,0,,,,,
15992204,The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,,,4,4.03,Pantheon,Kindle Edition,530,2012,2012,02/11/2017,10/09/2017,non-fiction,non-fiction (#42),read,,,,1,,,0,,,,,
18626853,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",,,,5,3.86,Public Domain Books,Kindle Edition,332,2010,1847,17/10/2017,10/09/2017,fiction,fiction (#17),read,,,,2,,,0,,,,,
35715418,Pride and Prejudice,Jane Austen,"Austen, Jane",,154204748X,9.78E+12,3,4.04,AmazonClassics,Paperback,428,2017,1813,30/08/2017,07/08/2017,fiction,fiction (#18),read,,,,1,,,0,,,,,
599660,The Undercover Economist,Tim Harford,"Harford, Tim",,349119856,9.78E+12,3,3.66,Abacus,Paperback,278,2007,2005,21/08/2017,30/07/2017,non-fiction,non-fiction (#40),read,,,,1,,,0,,,,,
26171709,The Meaning of Science,Tim Lewens,"Lewens, Tim",,,,3,3.75,Pelican,Kindle Edition,253,2015,2015,06/08/2017,20/07/2017,non-fiction,non-fiction (#39),read,,,,1,,,0,,,,,
11169036,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,,,3,3.93,Orbit,Kindle Edition,260,2010,1968,26/07/2017,24/07/2017,fiction,fiction (#19),read,,,,1,,,0,,,,,
8335717,Measuring Up: What Educational Testing Really Tells Us,Daniel Koretz,"Koretz, Daniel",,,,4,4.2,,Kindle Edition,368,,2008,17/07/2017,12/06/2017,non-fiction,non-fiction (#49),read,,,,1,,,0,,,,,
32616923,Einstein's Greatest Mistake: A Biography,David Bodanis,"Bodanis, David",,,,3,3.31,Houghton Mifflin Harcourt,Kindle Edition,301,2016,2016,27/06/2017,27/05/2017,non-fiction,non-fiction (#50),read,"This must have been a tricky book to write, because it is part-biography and part-theoretical physics primer. It is written in an accessible manner, although if you have read anything about Einstein's work before then there's not much new here. I was far more interested in the notes about his personal life and how he grappled between instinct and evidence. I think this part of the book could have been emphasised more. ",,,1,,,0,,,,,
19714230,Old Goriot,Honore de Balzac,"Balzac, Honoré de",,,,3,3.92,Penguin,Kindle Edition,303,2006,1835,12/06/2017,30/05/2017,fiction,fiction (#20),read,,,,1,,,0,,,,,
23289196,This Changes Everything: Capitalism vs. the Climate,Naomi Klein,"Klein, Naomi",,,,3,4.12,Penguin,Kindle Edition,483,2014,2014,29/05/2017,29/03/2017,non-fiction,non-fiction (#51),read,,,,1,,,0,,,,,
30129393,No Need for Geniuses: Revolutionary Science in the Age of the Guillotine,Steve Jones,"Jones, Steve",,034940545X,9.78E+12,3,3.69,"Little, Brown",Hardcover,353,2016,,25/05/2017,13/02/2017,"non-fiction, history",non-fiction (#38),read,,,,1,,,0,,,,,
23751692,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,,,3,4.25,Doubleday,Kindle Edition,736,2015,2015,27/04/2017,13/02/2017,fiction,fiction (#13),read,,,,1,,,0,,,,,
1026014,The Discovery of France,Graham Robb,"Robb, Graham",,033042761X,9.78E+12,2,4.07,Picador,Paperback,455,2008,2007,14/03/2017,14/03/2017,non-fiction,non-fiction (#52),read,,,,1,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,,,3,4.01,Harper,Kindle Edition,450,2017,2015,14/02/2017,14/01/2017,non-fiction,non-fiction (#53),read,"I really enjoyed Sapiens for its scope and lucid writing style, but I couldn't quite figure out at to make of Homo Deus. It seemed a little bit jumbled and as if the author was trying to be as 'zeitgeisty' as possible.",,,1,,,0,,,,,
6265996,White Teeth,Zadie Smith,"Smith, Zadie",,,,4,3.98,Vintage,ebook,464,,2000,12/01/2017,30/12/2016,fiction,fiction (#21),read,,,,1,,,0,,,,,
25045785,Creative Schools: The Grassroots Revolution That's Transforming Education,Ken Robinson,"Robinson, Ken",Lou Aronica,,,3,4.16,Viking,Kindle Edition,320,2015,2015,28/12/2016,09/11/2016,non-fiction,non-fiction (#37),read,,,,1,,,0,,,,,
24424963,The Miniaturist,Jessie Burton,"Burton, Jessie",,,,4,3.47,Picador,Paperback,424,2015,2014,27/12/2016,22/12/2016,fiction,fiction (#22),read,,,,1,,,0,,,,,
19012815,The Light Between Oceans,M.L. Stedman,"Stedman, M.L.",,,,2,4.16,Random House Australia,Kindle Edition,392,2012,2012,07/11/2016,25/10/2016,fiction,fiction (#23),read,,,,1,,,0,,,,,
29484759,The Rise of the Robots: Technology and the Threat of Mass Unemployment,Martin Ford,"Ford, Martin",,1780748485,9.78E+12,4,4.19,Oneworld,Paperback,320,2016,2015,23/10/2016,05/10/2016,non-fiction,non-fiction (#36),read,,,,1,,,0,,,,,
826917,The Woodlanders,Thomas Hardy,"Hardy, Thomas",,1853262935,9.78E+12,4,4.16,Wordsworth Editions,Paperback,316,1996,1887,05/10/2016,03/09/2016,fiction,fiction (#24),read,,,,1,,,0,,,,,
28690158,The Industries of the Future,Alec J. Ross,"Ross, Alec J.",,,9.78E+12,2,3.96,Simon & Schuster,Hardcover,305,2016,2016,04/09/2016,30/05/2016,non-fiction,non-fiction (#54),read,,,,1,,,0,,,,,
24501910,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,698185390,9.78E+12,4,4.42,Riverhead Books,ebook,336,2015,2015,28/07/2016,15/07/2016,fiction,fiction (#25),read,,,,1,,,0,,,,,
4327066,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,1847394078,9.78E+12,3,3.7,Pocket Books,Paperback,232,2009,1999,12/07/2016,04/07/2016,fiction,fiction (#26),read,,,,1,,,0,,,,,
24831147,Go Set a Watchman,Harper Lee,"Lee, Harper",,1785150286,9.78E+12,3,3.8,William Heinemann,Hardcover,278,2015,2015,29/06/2016,30/05/2016,fiction,fiction (#27),read,,,,1,,,0,,,,,
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,316055433,9.78E+12,5,4,"Little, Brown",Hardcover,771,2013,2013,12/05/2016,04/04/2016,fiction,fiction (#28),read,,,,1,,,0,,,,,
9529071,The Spirit Level: Why Greater Equality Makes Societies Stronger,Richard G. Wilkinson,"Wilkinson, Richard G.",Kate E. Pickett,1608193411,9.78E+12,2,3.86,Bloomsbury Press,Paperback,400,2011,2009,29/03/2016,19/01/2016,non-fiction,non-fiction (#55),read,,,,1,,,0,,,,,
17270566,The Orphan Master's Son,Adam Johnson,"Johnson, Adam",,552778257,9.78E+12,5,4.46,Black Swan,Paperback,575,2013,2012,02/03/2016,06/02/2016,fiction,fiction (#29),read,,,,1,,,0,,,,,
